"YEAR","ROE","ROC","NPM","DIV","DEP","Beta","P.E","P.B","EVEBITDA","PSALES"
1979,46.09,19.57,5.5,13.2257101865136,19.7,1.46,20.17,5.79,11.18,0.731442165160426
1979,9.81,7.79,0.67,24.8,9.8,1.2,6.66,0.31,7.91,447.3
1979,13.86,7.14017216642755,3.99,92.31,8327.1,0.86,75.42,3.2,8.17,0.345899236420745
1979,34.67,0.32,3.87781922525108,13.2257101865136,87.4,1.61,13.95,2.74,6.84,0.395918740849195
1979,7.56,8.13,1.06,21.56,2105.5,1.46,2.96,1.17,11.54,0.109317669050853
1979,34.67,5.33,20.66,13.2257101865136,54.4,1.07,3.31,1.07,4.3,0.164584302518775
1979,14.6399713055954,1.05,1.19,0.18,2.2,1.44,111.99,0.88,6.92,1.49086538461538
1988,27.68,10.6,3.83,4.76,52.2,0.91,6.71,4.02,6.76,0.277972368165013
1988,16.32,19.22,10.66,13.2257101865136,260.6,0.98,3.37,0.64,3.83,1.70193443261747
1988,16.32,8.77,1.54,56.81,111.2,0.82,10.74,0.13,5.48,0.00924084404559787
1988,20.51,7.08,4.18,17.5,126.1,1.82,6.37,0.19,8.05,0.460096094398615
1988,4.5,1.38,0.9,37.06,141.9,0.85,9.74,2.38,10.97,0.00752852549959024
1988,16.06,5.33,3.31,10.99,155.2,1.09,3.31,0.6,7.43,0.456407379146281
1988,21.29,8.37,5.76,13.2257101865136,158.5,1.03,3.04,1.83,10.4375753228121,0.0424056473940709
1988,15.46,7.44,5,13.2257101865136,101.7,1.35,5.34,0.68,9.94,0.279181446111869
1988,14.93,9.1,6.07,13.2257101865136,109.6,1.43,389.88,0.67,5.05,0.00735187799084243
1984,1.73,3.55,1.57,13.2257101865136,130.3,1.38,62.73,0.6,9.43,0.670210280373832
1984,14.6399713055954,7.44,0.06,13.2257101865136,95.2,1.22,10.16,2.09,4.71,0.476255985715445
1984,2.1,10.16,3.22,13.2257101865136,6.9,0.91,27.82,0.14,5.24,0.29273152589152
1984,7.5,100.11,3.86,12.27,6871.8,1.28,6.71,0.44,6.08,2.08651614708378
1973,16.13,2.15,3.87781922525108,0.18,16.1,0.48,10.08,0.88,2.37,0.333840129002534
1973,6.17,2.58,0.6,13.2257101865136,159.2,1.23,59.3,1.83,7.65,2.01401549002085
1973,4.42,1.87,1.63,22.03,58.3,0.43,75.42,0.45,7.64,0.20603617345827
1973,1.84,5.29,0.11,13.2257101865136,1.9,1.31,276.8,2.57,7.93,0.205403324584427
1984,0.65,7.14,2.69,13.2257101865136,13336.5,1.28,15.27,0.56,2.92,0.0604318039013719
1984,3.27,12.01,7.67,13.2257101865136,12.3,0.43,10.28,0.49,9.12,1.08818691588785
1984,0.2,9.77,2.54,29.33,424.8,1.07,111.99,0.7,5.98,0.0190731697092914
1984,6.69,14.08,1.73,13.2257101865136,32.8,1.17,10.28,0.7,5.96,0.061801745774382
1984,3.04,8.64,2.23,13.2257101865136,9.3,0.55,1.85,1.81,173.58,0.28288462666432
1984,31.06,20.74,1.97,13.2257101865136,2.3,1.19,8.99,0.2,5.31,6714.98
1993,25.74,16.71,3.15,13.2257101865136,19.3,0.66,6.77,0.19,6.32,0.032942413883776
1993,5.01,3.69,0.76,13.2257101865136,10.2,0.4,11.72,0.44,1.47,0.0898922091372895
1993,5.54,4.14,1.17,13.2257101865136,14.4,0.67,2.44,0.13,1.11,0.0287651125960833
1993,8.29,6.16,2.24,13.2257101865136,16.6,1.35,3.22,0.26,2.01,0.072672354161863
1993,7.76,5.85,2.34,13.2257101865136,21.6,1.32,2.73,0.2,1.68,0.0641049983386339
1993,4.43,3.3,0.96,13.2257101865136,20.5,1.32,2.37,0.14,1.24,0.0302852375910418
1993,3.32,2.35,0.74,13.2257101865136,21.9,1.27,2.46,0.08,2.47,0.0172137913518319
1993,3.32,2.31,0.79,13.2257101865136,26.2,1.44,1.92,0.06,1.14,0.015222528554549
1993,0.46,0.33,0.13,13.2257101865136,59.8,1.13,35.21,0.16,1.86,0.0452295484602305
1993,1.99,1.49,0.65,13.2257101865136,47.5,1.19,6.63,0.13,1.25,0.0432404043940654
1991,14.77,10.47,1.03,13.2257101865136,33.8,0.55,7.84,0.42,6.84,0.0236431440045898
1991,16.77,11.96,1.14,13.2257101865136,40,1,4.93,0.63,6.14,0.0629911855337649
1991,13.75,9.15,0.95,13.2257101865136,41.5,1.13,11.24,5.01,4.01,0.35902495407542
1991,15.75,9.87,1.17,13.2257101865136,42.8,1.38,7.03,0.28,10.4375753228121,0.0812033823557609
1991,13.83,7.71,1.05,13.2257101865136,53.2,0.64,14.68,1.83,23.23,0.247712088318944
1991,13.15,6.6,0.95,13.2257101865136,51.5,0.67,8.94,0.87,7.64,0.208766361995035
1991,6.73,3.26,0.54,13.2257101865136,54.9,0.58,6.53,1.42,28.34,0.0552290104128741
1991,10.05,4.79,0.89,13.2257101865136,65.2,1.35,36.9,0.5,7.72,0.30938105043179
1991,7.04,11.35,0.08,13.2257101865136,393.9,1.03,10.09,0.35,3.55,0.236196238869598
1970,25.52,0.08,1.69,13.2257101865136,26.8,1.23,27.79,0.77,10.4375753228121,0.01734999120183
1970,31.13,3.29,6,13.2257101865136,86.5,1.67,6.86,0.56,10.77,0.147489508763268
1970,4.42,6.57,0.92,13.2257101865136,222.7,0.94,7.03,0.54,25.9,0.145890749135958
1970,25.94,8.49,0.27,12.24,56,1.32,7.22,0.58,5.66,0.0226897399859452
1970,3.86,0.15,11.62,13.2257101865136,9537.9,1.41,5.36,0.88,11.2,0.000570759326003998
1971,7.14,3.53,1.73,17.18,32.9,1.63,6.83,0.39,6.45,0.129000200260338
1971,6.47,2.58,1.57,14.19,45.8,1.73,6.9,0.43,10.68,0.10835690887433
1971,7.63,2.5,1.34,6.56,158.7,1.38,2.3,0.17,6.15,0.0308332810047096
1971,2.57,0.82,0.5,21.46,181.5,1.38,13.83,0.34,6.76,0.0694111757230331
1971,7.61,2.49,1.51,6.69,197.4,1.33,4.16,0.3,5.77,0.0627729541744541
1971,6.54,2.14,1.25,13.2257101865136,225.6,1.33,2.94,0.17,5.45,0.0323597788296402
1990,24.38,7.14,3.59,10.03,34,0.73,3.31,0.82,4.75,0.13326012957066
1990,12.39,3.28,1.62,17.35,40.8,1.06,7.25,0.8,5.22,0.117558554366372
1990,27.11,8.07,2.55,7.96,62.1,1.1,3.68,0.81,3.97,0.0940201758295183
1990,19.03,5.5,2.07,9.16,59.6,1.17,8.91,1.49,7.38,0.184915409092341
1990,12.1,3.12,1.39,11.83,66.2,1.17,11.62,1.67,8.07,0.20398026406461
1990,6.06,1.47,0.73,13.01,77.9,1.14,7.73,0.59,6.17,0.0740571703098727
1990,4.67,1.06,0.62,13.2257101865136,64.1,0.88,5.74,0.26,8.04,0.035764321510646
1969,16.16,197.48,7.74,0.18,1.7,0.87,4.6,0.43,6.08,365.311254172628
1987,3.02,3.72,13.1,13.2257101865136,1.5,1.74,2.46,2.45,12.57,0.616222301344615
1987,34.67,0.04,20.14,13.2257101865136,194.2,1.29,3.99,0.88,28.34,0.366842884330725
1987,2.38,0.33,8.22,13.2257101865136,181.6,1.16,15.27,0.06,7.43,0.978805923087185
1987,5.36,5.29,0.13,13.2257101865136,68.8,1.3,8.02,0.6,7.43,1.74392565729828
1987,0.49,2.49,2.1,0.18,6381.2,1.56,4.3,1.01,8.17,0.219033262561925
1990,17.26,6.24,2.73,5.06,218,1.03,5.11,0.74,4.79,0.122785885316365
1960,13.16,11.13,1.98,13.2257101865136,9.3,1.09,2.89,1.01,7.52,0.46882192743565
1960,16.56,10.48,5.09,13.2257101865136,6.7,1.08,3.04,1.14,4.43,0.136995793120515
1960,7.23,1.71,1.06,13.2257101865136,6.7,1.19,161.33,1.05,3.54,2.51533196440794
1960,10.38,2.57,1.21,13.2257101865136,6.8,1.13,12.96,4.94,16.71,0.121109677419355
1960,3.86,1.05,0.3,13.2257101865136,6.9,1.39,49.61,0.81,4.84,0.186570663094441
1960,5.8,1.67,0.45,13.2257101865136,2.3,0.14,27.55,1.15,5.68,0.0912659176029963
1979,11.08,5.29,2.95,13.2257101865136,4.8,0.77,12.97,0.56,6.7,0.169299450549451
1979,15.7,7.9,5.69,13.2257101865136,5.5,0.77,7.33,0.85,5.31,0.345809601301871
1979,11.63,5.99,4.1,13.2257101865136,6.7,0.77,2.86,0.36,3.6,0.143493389004871
1979,1.11,0.52,0.25,13.2257101865136,9.2,0.33,17.15,0.92,5.69,0.230588235294118
1979,11.42,5.22,2.66,13.2257101865136,9.4,0.05,7.94,0.47,4.15,0.121840936616875
1979,11.14,5.64,2.94,13.2257101865136,8,0.01,4.91,0.51,4.11,0.14249313994512
1979,3.73,2.03,0.88,13.2257101865136,7.6,0.06,14.21,0.57,4.06,0.133521303258145
1979,1.17,0.63,0.33,13.2257101865136,10,0.41,44.92,0.3,4.88,0.0813473379210431
1979,0.64,0.32,0.2,13.2257101865136,10.2,0.43,25.07,0.8,7.65,0.246441211167912
1984,20.09,11.38,8.22,20.63,15.2,0.52,4.6,0.87,4.54,0.384743094318019
1984,14.03,8.87,5.9,22.45,16,0.76,8.04,1.05,3.71,0.480217038792566
1984,10.64,6.85,5.3,21.45,15.7,0.77,4.37,0.45,3.76,0.233697368421053
1984,13.33,8.56,7.03,16.83,16.8,0.77,8.94,1.14,6.16,0.636365962891875
1984,13.93,8.9,6.69,17.88,19,0.76,5.88,0.78,4.85,0.401471522337497
1984,1.33,0.71,0.82,13.2257101865136,23.4,0.7,6.43,0.24,5.3,0.150232225794927
1984,6.57,3.79,4.13,13.2257101865136,23.5,0.88,4.44,0.28,4.62,0.183344907407407
1984,8.9,5.21,5.13,13.2257101865136,31.7,1.04,10.74,0.92,6.32,0.553247009983197
1984,7.04,4.17,4.16,13.2257101865136,36.9,1.19,8.89,0.61,5.21,0.371945573088916
1972,23.64,1.75,2.94,12.27,14.4,1.59,60.51,1.14,4.76,0.116654336970594
1972,2.78,2.57,0.92,13.2257101865136,87.4,1.1,17.03,1.23,10.81,0.0162075836159825
1972,11.15,8.43,3.62,13.2257101865136,122.3,0.9,30.22,0.38,6.32,0.319389420398909
1990,17.29,7.57,1.17,44.78,7.9,1.01,11.64,1.71,9.25,0.125951576898861
1990,26.33,10.8,1.6,28.13,8.7,0.84,7.47,1.82,5.67,0.119841846936921
1990,12.09,5.22,0.86,13.2257101865136,12.3,0.53,6.53,0.72,4.92,0.0561347233360064
1990,10.87,3.55,1.14,13.2257101865136,9.4,0.57,10.21,1.05,11.3,0.116319936511536
1990,10.25,3.38,1.17,13.2257101865136,8.1,0.59,8.02,0.78,5.74,0.0942250932783873
1990,9.07,3.89,1.19,13.2257101865136,9,0.59,9.73,0.81,5.96,0.107789119591695
1990,5.8,2.04,0.98,13.2257101865136,9.8,0.61,6.86,0.5,5.69,0.0858446226154271
1990,4.89,1.47,1.05,13.2257101865136,8.5,0.59,11.41,0.54,10.92,0.119804951237809
1990,6.83,2.16,2.26,13.2257101865136,6.5,0.59,16.15,0.64,11.34,0.214020312112955
1991,16.13,2.92,3.91,13.2257101865136,1.1,1.61,10.16,3.14,3.41,3.90172413793103
1991,16.32,17.54,6.62,13.2257101865136,1.3,0.93,8.99,0.1,3.79,4.56890595009597
1991,39.61,24.69,9.65,13.2257101865136,1.6,0.93,4.08,0.31,7.19,25.7383838383838
1991,22.32,2.13,0.88,13.2257101865136,1.3,1.13,276.8,0.31,9.26,0.797504456327986
1991,11.42,2.13,0.88,13.2257101865136,1.3,1.08,7,1.83,11.28,0.527272727272727
1991,39.61,1.19,7.74,13.2257101865136,567.9,1.21,128.2,1.07,4.12,0.0865411893071468
1969,36.94,3.29,18.94,13.2257101865136,5962.6,1.42,7.84,0.59,5.68,0.334537549736411
1969,0.24,0.45,7.71,13.2257101865136,2435,1.17,75.42,0.61,7.24,0.381888264550666
1969,78.05,1.05,1.54,0.18,15.1,1.39,4.2,0.78,9.12,7.72762239883516
1969,24.85,6.16,1.62,13.2257101865136,2.1,1.44,4.73,0.32,9.94,0.60727415377718
1969,11.43,2.3,0.32,13.2257101865136,2,1.3,8.02,1.42,5.79,0.140352314625154
1969,16.32,3.81,0.88,12.27,46.9,1.29,9.25,24.47,10.4375753228121,4.88681786260173
1972,8.58,5.68,1.45,12.27,536.3,1.43,7.1,0.55,12.22,0.290356691773687
1972,13.14,0.45,0.25,19.64,32.9,0.79,11.72,3.14,92.8,0.0529742406194163
1972,13.82,1.75,0.45,13.2257101865136,158.6,1.51,11.65,4.67,7.31,0.583261447694818
1972,18.62,2.58,2.49,13.2257101865136,59.6,0.39,7.94,0.45,5.78,0.00395634379263301
1984,13.15,0.41,20.14,109.16,109.5,0.94,4.6,0.07,12.57,0.0557951045550332
1984,13.8,5.84,5.09,13.2257101865136,111.6,1.13,10.31,2.79,9.12,0.0851604199659804
1984,13.16,5.29,3.99,12.27,134.4,1.2,12.37,0.43,5.48,0.423656549730653
1974,34.67,3.26,3.81,13.2257101865136,4.3,1.35,59.3,1.9,3.51,0.248975377283558
1974,16.13,1.72,3.87781922525108,12.27,12.3,1.59,16.4,1.9,26.63,0.273689913317573
1974,3.02,17.46,4.54,13.2257101865136,123.3,1.32,6.06,0.38,10.4375753228121,0.163224535734384
1974,34.67,6.62,0.1,0.18,25.6,1.16,6.06,10.83,9.9,2.56162943495401
1974,36.94,5.42,11.81,0.18,1172.4,1.29,92.85,24.47,13.53,0.144203505452589
1991,29.89,3.77,6.71,13.2257101865136,481.6,1.74,15.9,4.34,28.72,0.954159896415152
1991,5.73,3.04,0.2,12.27,21.7,0.18,8.6,2.45,6.16,0.165265743330832
1991,36.94,5.73,7.74,13.2257101865136,635.5,1.26,5.37,1.81,3.24,0.0666027980028547
1991,5.94,6.9,0.27,32.56,347.7,1.26,48.77,0.99,4.72,0.224323295729516
1991,31.6,5.54,4.17,13.2257101865136,590.7,1.58,6.48,4.02,3.97,0.0558287739516602
1973,40.56,31.52,14.77,20.64,12115.9,1.28,8.99,2.79,6.08,1.19879840020716
1973,36.94,31.31,15.68,20.28,12358.8,1.35,10.28,3.31,5.05,1.67033125066761
1973,23.2,19.22,11.61,17.4,12877.7,1.34,6.71,1.42,2.57,0.815723585695924
1973,16.16,11.61,10.66,20.18,13336.5,1.31,20.94,3.12,8.17,2.36051173271187
1973,13.16,8.72,9.44,20.21,14822,1.29,15.14,1.89,7.81,1.4810848360306
1973,7.47,5.1,5.47,23.32,15636.4,1.29,12.02,1,4.43,0.765709952757594
1973,4.94,3.36,3.93,38.06,13994,1.33,9.79,0.6,4.34,0.519113751467916
1973,5.14,3.29,3.97,31.89,17129.6,1.38,13.72,0.69,8.52,0.565760154665409
1973,4.6,2.81,3.81,40.15,17642.2,1.52,14.24,0.65,9.75,0.555164913562675
1989,2.31,2.55,0.45,13.2257101865136,123.3,1.13,9.15,1.81,2.94,0.0416738926222993
1988,16.74,6.69,2.35,13.2257101865136,17.4,1.33,4.43,0.7,6.6,0.102975541361583
1988,15.28,5.72,2.49,13.2257101865136,19.1,1.14,5.54,0.76,5.54,0.138493599285502
1988,10.5,3.75,1.63,13.2257101865136,19.8,1.17,2.22,0.22,5.07,0.0362246971790911
1988,2.28,5.8,12.68,13.2257101865136,21.9,1.41,11.62,1.83,6.11,0.0963610345842138
1985,15.2,8.28,3.87,10.96,400.7,1.31,9.25,0.82,4.77,0.217063151055312
1985,15.75,8.13,3.84,18.59,384.2,1.61,7.7,1.14,5.39,0.296839304028009
1985,13.86,7.02,3.48,18.6,309.4,1.48,4.43,0.58,3.97,0.154652885136831
1985,25.59,13.73,6.5,8.54,378.8,1.37,5.26,1.21,4.08,0.342941520266786
1985,15.93,8.56,4.17,11.5,396.4,1.32,6.3,0.94,5.03,0.263966693692041
1985,3.63,1.75,0.98,13.2257101865136,424.4,1.32,12.97,0.8,4.71,0.219289320126373
1985,4.4,2.21,1.22,13.2257101865136,611.8,1.1,15.94,0.69,4.97,0.195445391081995
1985,4.65,2.56,1.29,13.2257101865136,511.3,1.1,16.75,0.73,5.24,0.216259440248778
1985,9.37,6.04,3.07,13.2257101865136,517.6,1.04,6.26,0.56,2.79,0.192955584655346
1985,7.84,2.01,8.72,13.2257101865136,1.7,0.87,33.34,0.88,7.64,0.0338110482430018
1985,11.56,3.73,0.75,0.18,582.3,0.56,28.38,0.56,30.39,325.175
1985,66.21,14.08,5.39,13.2257101865136,1534.1,1.23,4.6,0.49,4.92,0.114850554372771
1903,40.56,9.91,1.23,0.18,28.3,0.6,6.71,0.68,7.31,0.126460280373832
1903,10.47,10.19,2.94,13.2257101865136,10.9,1.31,2.58,0.74,8.36,0.513386185375727
1903,0.23,30.22,4.15,20.21,25.6,1.36,8.99,1.52,2.27,2.78105167724388
1903,21.29,18.33,3.87,13.2257101865136,125.7,0.46,4.6,0.54,4.09,0.0082000160784629
1907,35.51,23.36,20.49,22.36,8181.8,1.11,6.77,1.83,4.22,1.32032572479129
1907,26.2,13.56,20.14,24.94,8327.1,1.16,10.87,2.32,8.05,2.2821952503362
1907,22.51,10.19,18.94,22.47,9713.5,1.35,2.89,0.61,4.26,0.560664152590959
1907,16.32,8.43,17.93,14.06,10812.4,1.43,11.17,1.52,7.43,2.09770704398003
1907,16.13,9.91,20.66,16.78,11434,1.42,8.64,1.27,6.33,1.86569396720074
1907,13.14,8.59,17.62,17.4,11503.6,1.42,6.66,0.87,5.23,1.24089421880254
1907,9.09,6.14,11.81,15.35,16403.8,1.51,5.65,0.54,3.77,0.724105749672934
1907,10.7,7.33,13.74,15.15,19287,1.56,5.94,0.63,4.36,0.830787172480239
1907,7.89,5.54,10.89,12.07,19975.9,1.46,5.91,0.46,4.19,0.663691685888581
1907,1.91,1.26,2.54,109.16,29622.8,1.52,28.38,0.71,8.23,0.726749261782439
1991,13.42,0.64,20.66,0.18,21.9,1.32,10.08,0.88,4.3,1.92076802507837
1991,7.56,15.87,10.89,13.2257101865136,2,1.29,6.71,24.47,2.37,1.01948774902993
1991,15.7,0.15,0.47,13.2257101865136,12.3,1.67,23.21,0.19,5.56,0.0408398434454476
1991,5.19,4.24,2.05,24.8,2.2,1.05,5.64,0.65,15.24,0.0272385088671734
1991,7.57,18.33,1.5,13.2257101865136,43.1,1.22,10.28,0.97,10.4375753228121,0.210593406593407
1991,22.23,3.12,0.35,67.92,59.6,0.64,2.71,0.46,8.13,12.2899877899878
1947,19.49,4.12,1.4,12.27,40.1,1.09,3.57,0.6,6.82,0.0476747688671594
1947,34.43,7.46,2.4,7.28,62.7,0.94,3.08,0.92,4.73,0.0741668272009247
1947,18.9,4.32,1.36,10.52,72.5,0.97,1.91,0.33,3,0.0260107758928699
1947,14.52,3.29,1.34,11.78,81.3,1.13,4.3,0.59,4.5,0.0575528224534847
1947,14.34,3.04,1.12,10.71,85.8,1.05,7.56,0.9,5.11,0.0848643711971154
1947,12.5,2.59,0.96,12.26,88.5,1.05,5.59,0.71,4.95,0.050511287852591
1947,2.1,0.39,0.21,15,90.2,1.02,5.47,0.33,6.29,0.0324948344625438
1965,7.13,0.08,5.74,13.2257101865136,5.8,0.9,20.68,1.07,14.39,0.0863687019766555
1965,27.11,3.81,0.29,13.2257101865136,5.4,0.98,9.25,0.36,5.76,0.0261487024359178
1965,13.92,7.61,0.53,13.2257101865136,579.4,1.04,7.1,0.49,5.49,0.125041534850495
1965,34.67,5.33,2.97,13.2257101865136,384.2,1.04,20.94,98.5,10.4375753228121,4.4191693860634
1965,25.74,7.14017216642755,0.45,13.2257101865136,1.9,1.14,11.7,2.65,7.18,0.257028327097809
1990,2.6,1.61,0.56,55.56,2.2,0.97,13.83,0.59,7.16,0.702312599681021
1990,7.5,4.26,1.2,48,2.1,0.43,1.85,0.19,5.78,1.80142156862745
1990,5.36,2.97,1.06,84.21,5.3,1.19,8.6,2.89,6.09,0.377902134305049
1990,19.05,11.47,4.59,19.28,6.2,0.52,10.28,0.72,11.67,1.69458068422646
1990,4.94,3.05,2.42,13.2257101865136,6.3,1.1,17.03,2.79,7.16,10.9008183306056
1990,3.41,2.01,1.5,13.2257101865136,6.7,1.02,5.62,0.51,23.23,1.11101541251133
1990,3.18,1.87,0.9,13.2257101865136,5.9,1.03,51.53,4.67,7.31,2.37672511312217
1990,1.36,0.64,0.28,13.2257101865136,8.9,0.77,50.78,1.59,11.06,0.335294117647059
1990,4.18,1.66,0.81,13.2257101865136,10.7,1.22,49.61,1.57,10.77,0.292322799500089
1970,0.19,0.04,3.87781922525108,13.2257101865136,1450.1,1.46,14.04,2.75,9.83,0.170999886908435
1980,6.06,2.72,0.67,13.2257101865136,32.7,1.09,5.73,0.34,5.38,0.0385598105505874
1980,3.01,1.35,0.37,13.2257101865136,27.7,0.74,4.26,0.13,4.68,0.0157651562654698
1980,4.19,1.88,0.65,13.2257101865136,26.2,0.77,7.58,0.31,6.89,0.0490473510732374
1980,1.42,0.65,0.25,13.2257101865136,20.3,0.75,19.45,0.27,7.33,0.0485207627873819
1980,3.97,1.99,0.66,13.2257101865136,14.6,0.75,10.31,0.19,6.88,0.0319411740405668
1980,1.88,0.95,0.35,13.2257101865136,13.6,0.76,4.98,0.19,3.98,0.0347485884497399
1980,5.89,2.95,1.38,13.2257101865136,11,0.72,11.24,0.2,7.87,0.045215779719354
1980,5.19,2.51,1.48,13.2257101865136,7.3,0.6,3.61,0.19,9.43,0.0534882211694464
1980,3.15,1.45,0.85,13.2257101865136,6.3,0.6,13.36,0.41,10.15,0.113936276969393
1984,1.63,0.55,0.23,13.2257101865136,22.5,1.12,6.07,0.42,7.74,0.0594701240135288
1984,14.66,5.75,2.21,13.2257101865136,28.8,1.08,3.04,0.41,4.48,0.0670008084074373
1984,4.3,1.95,0.74,13.2257101865136,32.5,1.08,12.37,0.14,3.72,0.0249596394457151
1984,10.71,4.84,2.05,13.62,33.9,0.98,3.21,0.33,4.58,0.0656470836409661
1984,17.81,7.96,3.24,7.26,43.3,0.91,2.96,0.49,4.25,0.0958030218242865
1984,10.72,4.31,1.95,10.52,56.7,0.91,2.48,0.32,3.93,0.0619363567767283
1984,6.9,2.44,1.22,13.2257101865136,67.2,0.93,7.34,0.36,5.41,0.0677360241795378
1984,6.85,2.49,1.22,14.82,66.3,1.01,3.43,0.23,6.32,0.0419149180139892
1984,4.63,1.9,1.19,22.57,70.6,1.2,6.48,0.31,7.82,0.0771738773903631
1984,5.94,2.77,1.81,13.2257101865136,58.6,1.19,4.64,0.27,6.14,0.0839093202844254
2010,78.05,19.57,0.49,13.2257101865136,309.4,0.73,8.99,0.63,4.76,1.84058185035217
2010,14.93,14.08,3.49,13.2257101865136,102.8,0.61,6.77,1,6.46,0.0487820564354048
2010,11.09,15.87,7.03,18.6,12.3,1,6.71,1.57,3.79,0.471971540660948
2010,11.75,18.33,5.44,13.2257101865136,9.5,1.28,8.99,0.05,5.03,1.14720526823
2010,13.82,7.44,4.21,13.2257101865136,40.6,0.68,51.99,0.25,4.71,0.0130077943529655
2010,1.76,0.73,0.68,13.2257101865136,39.8,1.41,7.22,0.26,2.02,0.0993875694795351
2010,3.15,1.05,0.74,13.2257101865136,170.3,1.09,20.68,0.58,7.65,0.133696680514993
1990,25.52,9.15,5.56,13.2257101865136,7,0.52,10.16,0.45,5.79,0.0441907068008183
1990,17.49,0.95,0.3,12.27,19,1.04,29.98,1.15,5.79,0.580013236267373
1990,5.8,8.13,0.54,13.62,6.3,1.43,44.92,0.8,5.39,0.482805786072752
